prod_date,machine_id,shift_id,sku,units_good,units_scrap,units_total
2025-08-09,3,3,SKU019,333,27,360
2025-08-09,4,1,SKU005,429,18,447
2025-08-09,4,2,SKU035,644,77,721
2025-08-09,4,3,SKU018,765,41,806
2025-08-09,5,1,SKU010,219,2,221
2025-08-09,5,2,SKU011,487,24,511
2025-08-09,5,3,SKU031,400,28,428
2025-08-09,6,1,SKU015,563,60,623
2025-08-09,6,2,SKU015,388,44,432
2025-08-09,6,3,SKU002,302,6,308
2025-08-09,7,1,SKU002,465,55,520
2025-08-09,7,2,SKU028,436,53,489
2025-08-09,7,3,SKU028,442,52,494
2025-08-09,8,1,SKU017,536,62,598
2025-08-09,8,2,SKU009,511,1,512
2025-08-09,8,3,SKU019,473,31,504
2025-08-09,9,1,SKU028,215,26,241
2025-08-09,9,2,SKU004,221,1,222
2025-08-09,9,3,SKU035,533,30,563
2025-08-09,10,1,SKU017,663,15,678
2025-08-09,10,2,SKU031,564,71,635
2025-08-09,10,3,SKU029,629,0,629
2025-08-09,11,1,SKU005,610,9,619
2025-08-09,11,2,SKU007,440,8,448
2025-08-09,12,1,SKU023,207,6,213
2025-08-09,12,2,SKU039,541,25,566
2025-08-09,12,3,SKU014,229,11,240
2025-08-09,13,1,SKU027,319,28,347
2025-08-09,13,2,SKU007,660,83,743
2025-08-09,13,3,SKU032,637,80,717
2025-08-09,14,2,SKU032,209,26,235
2025-08-09,14,3,SKU035,313,31,344
2025-08-09,15,1,SKU026,490,13,503
2025-08-09,15,2,SKU020,437,27,464
2025-08-09,15,3,SKU036,244,32,276
2025-08-10,1,1,SKU040,722,99,821
2025-08-10,1,2,SKU033,614,70,684
2025-08-10,1,3,SKU010,673,53,726
2025-08-10,2,1,SKU036,524,38,562
2025-08-10,2,2,SKU037,499,48,547
2025-08-10,2,3,SKU037,365,43,408
2025-08-10,3,2,SKU033,531,2,533
2025-08-10,3,3,SKU009,756,70,826
2025-08-10,4,1,SKU023,202,27,229
2025-08-10,4,2,SKU040,735,88,823
2025-08-10,4,3,SKU021,700,100,800
2025-08-10,5,1,SKU022,463,15,478
2025-08-10,5,2,SKU014,735,44,779
2025-08-10,6,1,SKU010,522,50,572
2025-08-10,6,3,SKU014,386,13,399
2025-08-10,7,1,SKU023,511,74,585
2025-08-10,7,2,SKU001,753,40,793
2025-08-10,7,3,SKU021,640,24,664
2025-08-10,8,1,SKU009,411,8,419
2025-08-10,9,1,SKU039,326,45,371
2025-08-10,9,2,SKU009,321,5,326
2025-08-10,9,3,SKU020,686,54,740
2025-08-10,10,2,SKU018,426,49,475
2025-08-10,10,3,SKU004,720,73,793
2025-08-10,11,2,SKU033,350,0,350
2025-08-10,11,3,SKU038,713,38,751
2025-08-10,12,1,SKU023,768,11,779
2025-08-10,13,1,SKU025,380,45,425
2025-08-10,13,2,SKU040,689,46,735
2025-08-10,13,3,SKU033,288,8,296
2025-08-10,14,1,SKU018,708,61,769
2025-08-10,14,2,SKU028,648,8,656
2025-08-10,15,1,SKU025,325,30,355
2025-08-10,15,2,SKU037,493,25,518
2025-08-10,15,3,SKU011,577,27,604
2025-08-11,1,1,SKU028,743,5,748
2025-08-11,1,2,SKU002,357,25,382
2025-08-11,1,3,SKU019,718,84,802
2025-08-11,2,1,SKU037,266,0,266
2025-08-11,2,2,SKU034,696,39,735
2025-08-11,2,3,SKU035,315,12,327
2025-08-11,3,1,SKU032,784,2,786
2025-08-11,3,2,SKU018,462,45,507
2025-08-11,3,3,SKU031,774,46,820
2025-08-11,4,2,SKU029,590,17,607
2025-08-11,4,3,SKU017,231,3,234
2025-08-11,5,1,SKU038,418,5,423
2025-08-11,5,2,SKU018,221,14,235
2025-08-11,5,3,SKU035,299,41,340
2025-08-11,6,2,SKU015,642,10,652
2025-08-11,6,3,SKU025,202,17,219
2025-08-11,7,1,SKU006,612,15,627
2025-08-11,7,2,SKU006,621,7,628
2025-08-11,7,3,SKU033,679,10,689
2025-08-11,8,1,SKU030,597,8,605
2025-08-11,8,2,SKU034,262,7,269
2025-08-11,9,1,SKU008,395,41,436
2025-08-11,9,2,SKU031,673,10,683
2025-08-11,9,3,SKU001,796,94,890
2025-08-11,10,2,SKU027,689,51,740
2025-08-11,10,3,SKU029,765,101,866
2025-08-11,11,1,SKU007,419,33,452
2025-08-11,11,2,SKU037,328,24,352
2025-08-11,11,3,SKU037,326,11,337
2025-08-11,12,1,SKU020,783,62,845
2025-08-11,12,2,SKU017,372,3,375
2025-08-11,12,3,SKU030,523,8,531
2025-08-11,13,1,SKU026,514,1,515
2025-08-11,13,2,SKU018,297,22,319
2025-08-11,13,3,SKU008,439,22,461
2025-08-11,14,1,SKU028,658,33,691
2025-08-11,14,2,SKU028,639,6,645
2025-08-11,14,3,SKU037,216,28,244
2025-08-11,15,2,SKU016,670,58,728
2025-08-11,15,3,SKU014,760,50,810
2025-08-12,1,1,SKU031,527,29,556
2025-08-12,1,2,SKU030,698,79,777
2025-08-12,1,3,SKU032,683,91,774
2025-08-12,2,1,SKU006,261,14,275
2025-08-12,3,1,SKU025,220,3,223
2025-08-12,3,2,SKU001,570,3,573
2025-08-12,4,1,SKU032,213,15,228
2025-08-12,4,2,SKU019,412,10,422
2025-08-12,4,3,SKU019,352,19,371
2025-08-12,5,2,SKU029,587,54,641
2025-08-12,6,1,SKU010,415,37,452
2025-08-12,6,3,SKU014,549,15,564
2025-08-12,7,1,SKU004,406,26,432
2025-08-12,7,2,SKU015,490,60,550
2025-08-12,7,3,SKU011,552,31,583
2025-08-12,8,1,SKU017,480,4,484
2025-08-12,8,2,SKU019,260,20,280
2025-08-12,8,3,SKU017,249,16,265
2025-08-12,10,1,SKU019,534,70,604
2025-08-12,10,2,SKU009,616,13,629
2025-08-12,10,3,SKU025,682,21,703
2025-08-12,11,1,SKU019,411,23,434
2025-08-12,11,2,SKU031,313,3,316
2025-08-12,12,1,SKU027,537,77,614
2025-08-12,12,2,SKU006,658,65,723
2025-08-12,12,3,SKU014,712,13,725
2025-08-12,13,1,SKU007,506,17,523
2025-08-12,13,2,SKU037,395,13,408
2025-08-12,13,3,SKU001,674,87,761
2025-08-12,14,1,SKU011,314,27,341
2025-08-12,14,3,SKU021,589,42,631
2025-08-12,15,1,SKU004,240,10,250
2025-08-12,15,2,SKU013,291,13,304
2025-08-12,15,3,SKU023,668,57,725
2025-08-13,1,1,SKU017,528,34,562
2025-08-13,1,3,SKU038,466,20,486
2025-08-13,2,1,SKU028,380,50,430
2025-08-13,2,2,SKU022,422,13,435
2025-08-13,2,3,SKU005,352,24,376
2025-08-13,3,1,SKU029,562,34,596
2025-08-13,3,3,SKU037,570,16,586
2025-08-13,4,2,SKU020,536,48,584
2025-08-13,5,1,SKU009,200,15,215
2025-08-13,5,3,SKU027,577,62,639
2025-08-13,6,2,SKU028,493,51,544
2025-08-13,6,3,SKU024,600,59,659
2025-08-13,7,1,SKU022,684,56,740
2025-08-13,7,2,SKU011,254,20,274
2025-08-13,8,1,SKU003,332,47,379
2025-08-13,8,2,SKU024,256,20,276
2025-08-13,8,3,SKU030,682,63,745
2025-08-13,9,1,SKU040,736,57,793
2025-08-13,9,2,SKU008,266,16,282
2025-08-13,9,3,SKU010,761,76,837
2025-08-13,10,1,SKU035,755,42,797
2025-08-13,10,2,SKU032,399,51,450
2025-08-13,11,1,SKU010,459,27,486
2025-08-13,11,2,SKU008,499,15,514
2025-08-13,11,3,SKU017,386,32,418
2025-08-13,12,1,SKU017,358,7,365
2025-08-13,12,2,SKU023,374,23,397
2025-08-13,12,3,SKU040,244,2,246
2025-08-13,14,1,SKU031,730,33,763
2025-08-13,14,2,SKU028,263,16,279
2025-08-13,14,3,SKU008,768,106,874
2025-08-13,15,1,SKU026,392,25,417
2025-08-13,15,2,SKU010,611,2,613
2025-08-13,15,3,SKU024,487,44,531
2025-08-14,1,1,SKU013,529,29,558
2025-08-14,1,2,SKU018,531,24,555
2025-08-14,1,3,SKU017,731,59,790
2025-08-14,2,2,SKU006,403,56,459
2025-08-14,2,3,SKU031,464,40,504
2025-08-14,3,1,SKU038,674,7,681
2025-08-14,3,2,SKU036,358,9,367
2025-08-14,3,3,SKU025,559,39,598
2025-08-14,4,1,SKU017,500,44,544
2025-08-14,4,2,SKU035,619,26,645
2025-08-14,4,3,SKU024,667,70,737
2025-08-14,5,1,SKU005,279,17,296
2025-08-14,5,3,SKU027,254,35,289
2025-08-14,6,1,SKU036,254,26,280
2025-08-14,6,2,SKU020,535,22,557
2025-08-14,6,3,SKU014,377,50,427
2025-08-14,7,1,SKU030,428,31,459
2025-08-14,7,2,SKU020,580,8,588
2025-08-14,7,3,SKU028,349,28,377
2025-08-14,8,1,SKU011,249,6,255
2025-08-14,8,2,SKU007,689,92,781
2025-08-14,9,1,SKU001,691,27,718
2025-08-14,9,2,SKU024,692,61,753
2025-08-14,9,3,SKU035,420,36,456
2025-08-14,10,2,SKU016,588,13,601
2025-08-14,11,1,SKU003,261,35,296
2025-08-14,11,2,SKU011,647,76,723
2025-08-14,12,3,SKU017,336,21,357
2025-08-14,13,2,SKU038,600,28,628
2025-08-14,13,3,SKU030,787,114,901
2025-08-14,14,1,SKU026,748,20,768
2025-08-14,14,2,SKU028,451,35,486
2025-08-14,14,3,SKU036,427,16,443
2025-08-14,15,1,SKU028,566,38,604
2025-08-14,15,3,SKU030,468,17,485
2025-08-15,1,1,SKU033,624,63,687
2025-08-15,1,3,SKU008,500,0,500
2025-08-15,2,1,SKU024,663,20,683
2025-08-15,2,2,SKU023,735,36,771
2025-08-15,2,3,SKU009,686,33,719
2025-08-15,3,1,SKU039,447,9,456
2025-08-15,3,3,SKU035,625,16,641
2025-08-15,4,1,SKU033,561,57,618
2025-08-15,4,2,SKU023,796,31,827
2025-08-15,4,3,SKU038,579,72,651
2025-08-15,5,1,SKU014,646,66,712
2025-08-15,5,2,SKU015,296,1,297
2025-08-15,5,3,SKU039,337,6,343
2025-08-15,6,1,SKU010,286,37,323
2025-08-15,6,2,SKU034,665,97,762
2025-08-15,7,1,SKU033,301,22,323
2025-08-15,7,2,SKU017,428,36,464
2025-08-15,7,3,SKU027,760,106,866
2025-08-15,8,1,SKU037,306,33,339
2025-08-15,8,2,SKU036,679,35,714
2025-08-15,8,3,SKU004,635,1,636
2025-08-15,9,1,SKU037,343,11,354
2025-08-15,9,3,SKU021,250,3,253
2025-08-15,10,1,SKU002,214,16,230
2025-08-15,10,2,SKU016,239,6,245
2025-08-15,10,3,SKU039,630,70,700
2025-08-15,11,1,SKU016,320,12,332
2025-08-15,11,2,SKU015,466,43,509
2025-08-15,11,3,SKU023,715,27,742
2025-08-15,12,1,SKU024,358,34,392
2025-08-15,12,2,SKU008,774,27,801
2025-08-15,12,3,SKU009,760,70,830
2025-08-15,13,2,SKU007,335,11,346
2025-08-15,14,1,SKU016,663,76,739
2025-08-15,14,2,SKU016,222,24,246
2025-08-15,14,3,SKU034,718,34,752
2025-08-15,15,1,SKU040,392,40,432
2025-08-16,1,1,SKU034,440,51,491
2025-08-16,1,2,SKU037,483,51,534
2025-08-16,1,3,SKU021,661,19,680
2025-08-16,2,2,SKU009,411,49,460
2025-08-16,2,3,SKU013,717,50,767
2025-08-16,3,1,SKU005,738,57,795
2025-08-16,3,2,SKU005,309,29,338
2025-08-16,3,3,SKU012,404,22,426
2025-08-16,4,1,SKU038,346,8,354
2025-08-16,4,2,SKU028,431,19,450
2025-08-16,4,3,SKU020,488,10,498
2025-08-16,5,1,SKU007,747,25,772
2025-08-16,5,2,SKU028,386,33,419
2025-08-16,5,3,SKU022,344,37,381
2025-08-16,6,1,SKU020,386,15,401
2025-08-16,6,2,SKU037,446,39,485
2025-08-16,6,3,SKU024,735,7,742
2025-08-16,7,1,SKU010,675,69,744
2025-08-16,7,2,SKU008,341,26,367
2025-08-16,7,3,SKU027,471,67,538
2025-08-16,8,1,SKU036,747,70,817
2025-08-16,8,2,SKU035,682,2,684
2025-08-16,8,3,SKU029,745,23,768
2025-08-16,9,1,SKU015,668,43,711
2025-08-16,9,2,SKU004,487,65,552
2025-08-16,9,3,SKU008,564,8,572
2025-08-16,10,1,SKU038,563,33,596
2025-08-16,10,2,SKU012,310,9,319
2025-08-16,10,3,SKU036,394,22,416
2025-08-16,11,1,SKU003,457,56,513
2025-08-16,11,3,SKU035,781,78,859
2025-08-16,12,1,SKU036,298,8,306
2025-08-16,12,2,SKU017,465,31,496
2025-08-16,12,3,SKU004,600,35,635
2025-08-16,13,1,SKU022,592,7,599
2025-08-16,13,2,SKU009,790,10,800
2025-08-16,14,1,SKU039,430,58,488
2025-08-16,14,2,SKU023,200,20,220
2025-08-16,14,3,SKU005,252,4,256
2025-08-16,15,1,SKU032,702,74,776
2025-08-16,15,2,SKU030,291,2,293
2025-08-16,15,3,SKU023,577,17,594
2025-08-17,1,1,SKU033,301,15,316
2025-08-17,1,2,SKU007,494,21,515
2025-08-17,2,1,SKU011,706,70,776
2025-08-17,2,2,SKU037,443,43,486
2025-08-17,2,3,SKU022,564,60,624
2025-08-17,3,1,SKU002,488,32,520
2025-08-17,3,2,SKU018,775,84,859
2025-08-17,3,3,SKU014,281,41,322
2025-08-17,4,1,SKU007,604,46,650
2025-08-17,4,2,SKU034,663,33,696
2025-08-17,4,3,SKU027,463,36,499
2025-08-17,5,2,SKU013,482,39,521
2025-08-17,6,1,SKU015,507,31,538
2025-08-17,6,2,SKU008,453,65,518
2025-08-17,6,3,SKU007,424,32,456
2025-08-17,7,1,SKU007,546,29,575
2025-08-17,7,3,SKU010,321,18,339
2025-08-17,8,1,SKU032,705,44,749
2025-08-17,8,2,SKU035,449,57,506
2025-08-17,8,3,SKU005,405,59,464
2025-08-17,9,1,SKU020,415,48,463
2025-08-17,9,2,SKU003,515,4,519
2025-08-17,9,3,SKU014,637,25,662
2025-08-17,10,1,SKU021,202,19,221
2025-08-17,10,2,SKU005,650,31,681
2025-08-17,10,3,SKU001,591,74,665
2025-08-17,11,1,SKU011,438,40,478
2025-08-17,11,2,SKU012,746,38,784
2025-08-17,11,3,SKU021,739,37,776
2025-08-17,12,1,SKU030,439,58,497
2025-08-17,12,3,SKU006,620,24,644
2025-08-17,13,1,SKU036,487,70,557
2025-08-17,13,2,SKU010,713,78,791
2025-08-17,13,3,SKU021,424,55,479
2025-08-17,14,1,SKU025,496,1,497
2025-08-17,14,2,SKU022,279,29,308
2025-08-17,14,3,SKU035,745,87,832
2025-08-17,15,1,SKU018,235,12,247
2025-08-17,15,3,SKU036,276,5,281
2025-08-18,1,1,SKU040,600,76,676
2025-08-18,1,2,SKU022,763,65,828
2025-08-18,1,3,SKU021,324,25,349
2025-08-18,2,1,SKU040,691,45,736
2025-08-18,2,3,SKU009,227,18,245
2025-08-18,3,1,SKU027,285,10,295
2025-08-18,3,2,SKU037,374,25,399
2025-08-18,4,1,SKU029,614,68,682
2025-08-18,4,3,SKU040,536,49,585
2025-08-18,5,1,SKU012,476,9,485
2025-08-18,5,2,SKU006,620,5,625
2025-08-18,5,3,SKU005,756,27,783
2025-08-18,6,1,SKU012,559,29,588
2025-08-18,6,2,SKU021,359,4,363
2025-08-18,6,3,SKU009,613,59,672
2025-08-18,7,1,SKU014,766,48,814
2025-08-18,7,2,SKU034,427,61,488
2025-08-18,7,3,SKU024,714,30,744
2025-08-18,8,1,SKU001,337,2,339
2025-08-18,8,2,SKU033,404,27,431
2025-08-18,8,3,SKU038,770,57,827
2025-08-18,9,1,SKU035,493,18,511
2025-08-18,9,2,SKU024,656,88,744
2025-08-18,9,3,SKU013,643,13,656
2025-08-18,10,1,SKU025,436,55,491
2025-08-18,10,2,SKU014,617,91,708
2025-08-18,10,3,SKU017,339,15,354
2025-08-18,11,1,SKU008,774,105,879
2025-08-18,11,2,SKU039,619,72,691
2025-08-18,11,3,SKU036,646,20,666
2025-08-18,12,1,SKU001,658,48,706
2025-08-18,12,2,SKU018,664,7,671
2025-08-18,12,3,SKU022,314,4,318
2025-08-18,13,2,SKU039,742,9,751
2025-08-18,13,3,SKU006,784,4,788
2025-08-18,14,1,SKU026,564,33,597
2025-08-18,14,2,SKU025,285,29,314
2025-08-18,15,3,SKU017,595,52,647
2025-08-19,1,1,SKU004,350,42,392
2025-08-19,1,2,SKU008,451,3,454
2025-08-19,2,2,SKU015,397,1,398
2025-08-19,2,3,SKU009,449,66,515
2025-08-19,3,2,SKU021,758,25,783
2025-08-19,3,3,SKU019,335,15,350
2025-08-19,4,1,SKU023,424,13,437
2025-08-19,4,2,SKU025,458,42,500
2025-08-19,4,3,SKU010,708,56,764
2025-08-19,5,1,SKU025,288,42,330
2025-08-19,5,2,SKU030,539,60,599
2025-08-19,5,3,SKU016,375,7,382
2025-08-19,6,1,SKU023,338,1,339
2025-08-19,6,2,SKU017,782,46,828
2025-08-19,6,3,SKU006,426,30,456
2025-08-19,7,1,SKU033,506,45,551
2025-08-19,7,2,SKU014,532,34,566
2025-08-19,8,1,SKU036,272,16,288
2025-08-19,8,3,SKU007,503,2,505
2025-08-19,9,1,SKU015,418,48,466
2025-08-19,9,2,SKU023,341,37,378
2025-08-19,9,3,SKU026,567,9,576
2025-08-19,10,1,SKU040,216,21,237
2025-08-19,10,2,SKU017,368,8,376
2025-08-19,10,3,SKU018,609,80,689
2025-08-19,11,1,SKU026,630,66,696
2025-08-19,11,2,SKU028,780,11,791
2025-08-19,11,3,SKU024,648,73,721
2025-08-19,12,1,SKU039,773,66,839
2025-08-19,12,2,SKU025,298,12,310
2025-08-19,12,3,SKU011,794,97,891
2025-08-19,13,1,SKU014,285,36,321
2025-08-19,13,2,SKU019,405,28,433
2025-08-19,13,3,SKU014,333,8,341
2025-08-19,14,3,SKU031,436,46,482
2025-08-19,15,1,SKU035,581,2,583
2025-08-19,15,3,SKU034,219,17,236
2025-08-20,1,1,SKU030,451,40,491
2025-08-20,1,2,SKU015,402,18,420
2025-08-20,1,3,SKU039,748,43,791
2025-08-20,2,2,SKU035,499,68,567
2025-08-20,2,3,SKU002,601,23,624
2025-08-20,3,1,SKU007,347,23,370
2025-08-20,3,3,SKU017,670,80,750
2025-08-20,4,2,SKU036,283,10,293
2025-08-20,4,3,SKU009,599,74,673
2025-08-20,5,1,SKU026,690,50,740
2025-08-20,5,3,SKU010,591,67,658
2025-08-20,6,2,SKU010,395,22,417
2025-08-20,7,1,SKU024,211,20,231
2025-08-20,7,2,SKU040,732,53,785
2025-08-20,7,3,SKU006,798,64,862
2025-08-20,8,1,SKU029,499,0,499
2025-08-20,8,2,SKU016,682,67,749
2025-08-20,8,3,SKU031,756,97,853
2025-08-20,9,1,SKU007,531,53,584
2025-08-20,9,2,SKU020,591,55,646
2025-08-20,9,3,SKU019,669,7,676
2025-08-20,10,1,SKU019,739,23,762
2025-08-20,10,2,SKU007,259,29,288
2025-08-20,10,3,SKU032,619,8,627
2025-08-20,11,1,SKU025,205,14,219
2025-08-20,11,2,SKU024,733,69,802
2025-08-20,11,3,SKU033,745,37,782
2025-08-20,12,1,SKU038,211,6,217
2025-08-20,12,2,SKU002,513,17,530
2025-08-20,13,1,SKU032,380,13,393
2025-08-20,13,2,SKU001,396,58,454
2025-08-20,13,3,SKU014,714,17,731
2025-08-20,14,1,SKU003,389,16,405
2025-08-20,14,2,SKU028,294,36,330
2025-08-20,14,3,SKU002,505,74,579
2025-08-20,15,1,SKU040,307,10,317
2025-08-20,15,2,SKU010,735,2,737
2025-08-20,15,3,SKU031,621,27,648
2025-08-21,1,1,SKU039,639,11,650
2025-08-21,1,2,SKU023,489,52,541
2025-08-21,1,3,SKU031,305,36,341
2025-08-21,2,1,SKU022,233,6,239
2025-08-21,2,2,SKU006,717,5,722
2025-08-21,2,3,SKU010,770,87,857
2025-08-21,3,2,SKU018,534,56,590
2025-08-21,4,1,SKU001,744,106,850
2025-08-21,4,3,SKU036,349,1,350
2025-08-21,5,1,SKU013,439,64,503
2025-08-21,5,2,SKU013,333,31,364
2025-08-21,5,3,SKU019,485,62,547
2025-08-21,6,1,SKU035,280,31,311
2025-08-21,6,2,SKU028,516,0,516
2025-08-21,6,3,SKU029,411,12,423
2025-08-21,7,1,SKU038,515,22,537
2025-08-21,7,3,SKU033,660,44,704
2025-08-21,8,1,SKU036,481,24,505
2025-08-21,8,2,SKU032,780,49,829
2025-08-21,8,3,SKU036,731,73,804
2025-08-21,9,1,SKU033,258,5,263
2025-08-21,9,2,SKU012,374,48,422
2025-08-21,10,1,SKU006,663,4,667
2025-08-21,10,2,SKU039,481,54,535
2025-08-21,10,3,SKU030,629,15,644
2025-08-21,11,1,SKU035,729,85,814
2025-08-21,11,2,SKU018,527,77,604
2025-08-21,11,3,SKU016,246,6,252
2025-08-21,12,1,SKU022,301,9,310
2025-08-21,12,2,SKU003,439,49,488
2025-08-21,12,3,SKU007,452,0,452
2025-08-21,13,2,SKU002,340,39,379
2025-08-21,13,3,SKU001,287,39,326
2025-08-21,14,1,SKU038,410,32,442
2025-08-21,14,2,SKU005,763,32,795
2025-08-21,14,3,SKU008,245,16,261
2025-08-21,15,1,SKU006,431,63,494
2025-08-21,15,2,SKU030,771,40,811
2025-08-21,15,3,SKU013,272,36,308
2025-08-22,1,1,SKU037,540,80,620
2025-08-22,1,2,SKU026,558,79,637
2025-08-22,2,1,SKU017,428,1,429
2025-08-22,2,2,SKU012,771,19,790
2025-08-22,2,3,SKU038,208,1,209
2025-08-22,3,1,SKU018,424,15,439
2025-08-22,3,2,SKU025,793,51,844
2025-08-22,4,1,SKU012,687,53,740
2025-08-22,4,2,SKU016,279,16,295
2025-08-22,4,3,SKU035,209,10,219
2025-08-22,5,1,SKU033,726,107,833
2025-08-22,5,2,SKU035,692,63,755
2025-08-22,5,3,SKU034,426,57,483
2025-08-22,6,1,SKU014,574,34,608
2025-08-22,6,3,SKU008,715,55,770
2025-08-22,7,3,SKU038,482,30,512
2025-08-22,8,1,SKU037,671,98,769
2025-08-22,8,2,SKU019,307,34,341
2025-08-22,8,3,SKU014,327,10,337
2025-08-22,9,2,SKU015,456,37,493
2025-08-22,9,3,SKU012,505,0,505
2025-08-22,10,1,SKU037,726,95,821
2025-08-22,10,2,SKU026,455,54,509
2025-08-22,10,3,SKU006,609,84,693
2025-08-22,11,1,SKU017,368,10,378
2025-08-22,11,2,SKU031,759,16,775
2025-08-22,11,3,SKU015,622,79,701
2025-08-22,12,1,SKU023,339,10,349
2025-08-22,12,2,SKU006,323,5,328
2025-08-22,12,3,SKU025,402,2,404
2025-08-22,13,1,SKU008,314,32,346
2025-08-22,13,3,SKU030,290,27,317
2025-08-22,14,1,SKU006,328,13,341
2025-08-22,15,2,SKU004,542,54,596
2025-08-22,15,3,SKU033,746,82,828
2025-08-23,1,1,SKU032,712,51,763
2025-08-23,1,2,SKU018,321,41,362
2025-08-23,1,3,SKU025,346,33,379
2025-08-23,2,1,SKU030,344,45,389
2025-08-23,2,2,SKU033,530,55,585
2025-08-23,2,3,SKU038,716,57,773
2025-08-23,3,2,SKU031,540,65,605
2025-08-23,4,1,SKU010,785,89,874
2025-08-23,4,2,SKU006,364,26,390
2025-08-23,4,3,SKU028,588,79,667
2025-08-23,5,1,SKU037,430,22,452
2025-08-23,5,2,SKU002,790,52,842
2025-08-23,5,3,SKU026,607,30,637
2025-08-23,6,1,SKU012,454,9,463
2025-08-23,6,2,SKU039,253,10,263
2025-08-23,6,3,SKU012,630,8,638
2025-08-23,7,1,SKU018,339,31,370
2025-08-23,7,2,SKU025,305,44,349
2025-08-23,7,3,SKU033,222,31,253
2025-08-23,8,2,SKU014,341,24,365
2025-08-23,8,3,SKU020,424,51,475
2025-08-23,9,1,SKU031,702,96,798
2025-08-23,9,2,SKU034,626,67,693
2025-08-23,10,1,SKU010,354,14,368
2025-08-23,10,2,SKU020,362,35,397
2025-08-23,11,1,SKU010,401,43,444
2025-08-23,11,2,SKU025,775,3,778
2025-08-23,11,3,SKU014,363,50,413
2025-08-23,12,1,SKU012,609,71,680
2025-08-23,12,2,SKU021,329,15,344
2025-08-23,12,3,SKU017,752,53,805
2025-08-23,13,1,SKU006,464,37,501
2025-08-23,13,2,SKU032,439,47,486
2025-08-23,13,3,SKU016,496,67,563
2025-08-23,14,1,SKU024,236,21,257
2025-08-23,14,2,SKU024,558,65,623
2025-08-23,14,3,SKU038,200,22,222
2025-08-23,15,1,SKU020,655,61,716
2025-08-23,15,2,SKU019,527,65,592
2025-08-24,1,1,SKU017,389,44,433
2025-08-24,1,2,SKU008,425,17,442
2025-08-24,1,3,SKU014,375,34,409
2025-08-24,2,1,SKU007,395,35,430
2025-08-24,2,2,SKU039,621,13,634
2025-08-24,2,3,SKU012,451,7,458
2025-08-24,3,1,SKU007,547,23,570
2025-08-24,3,3,SKU033,408,1,409
2025-08-24,4,1,SKU002,605,46,651
2025-08-24,4,2,SKU037,689,55,744
2025-08-24,4,3,SKU038,343,31,374
2025-08-24,5,1,SKU037,733,96,829
2025-08-24,5,2,SKU008,328,43,371
2025-08-24,5,3,SKU014,725,47,772
2025-08-24,6,1,SKU015,570,31,601
2025-08-24,6,2,SKU012,327,27,354
2025-08-24,6,3,SKU024,790,90,880
2025-08-24,7,3,SKU022,279,39,318
2025-08-24,8,1,SKU033,379,35,414
2025-08-24,8,2,SKU030,503,12,515
2025-08-24,8,3,SKU013,729,77,806
2025-08-24,9,1,SKU017,516,65,581
2025-08-24,9,2,SKU036,349,16,365
2025-08-24,9,3,SKU009,298,42,340
2025-08-24,10,1,SKU040,202,13,215
2025-08-24,10,2,SKU037,450,9,459
2025-08-24,10,3,SKU032,371,3,374
2025-08-24,11,1,SKU008,378,54,432
2025-08-24,11,2,SKU027,345,43,388
2025-08-24,12,1,SKU012,337,45,382
2025-08-24,12,2,SKU024,358,29,387
2025-08-24,12,3,SKU010,312,41,353
2025-08-24,13,1,SKU005,357,27,384
2025-08-24,13,2,SKU013,354,11,365
2025-08-24,13,3,SKU026,501,26,527
2025-08-24,14,1,SKU036,673,49,722
2025-08-24,14,2,SKU039,433,19,452
2025-08-24,14,3,SKU004,225,23,248
2025-08-25,1,2,SKU016,745,87,832
2025-08-25,1,3,SKU010,610,67,677
2025-08-25,2,1,SKU002,491,65,556
2025-08-25,2,2,SKU017,476,61,537
2025-08-25,2,3,SKU017,487,15,502
2025-08-25,3,1,SKU008,688,101,789
2025-08-25,3,2,SKU009,663,86,749
2025-08-25,4,1,SKU033,352,32,384
2025-08-25,4,2,SKU019,460,67,527
2025-08-25,4,3,SKU025,263,12,275
2025-08-25,5,2,SKU002,756,108,864
2025-08-25,5,3,SKU029,722,53,775
2025-08-25,6,1,SKU023,581,61,642
2025-08-25,6,3,SKU017,467,2,469
2025-08-25,7,1,SKU036,360,21,381
2025-08-25,7,2,SKU005,337,42,379
2025-08-25,7,3,SKU036,250,1,251
2025-08-25,8,1,SKU004,540,37,577
2025-08-25,8,2,SKU027,662,41,703
2025-08-25,8,3,SKU020,330,35,365
2025-08-25,9,1,SKU034,349,47,396
2025-08-25,9,2,SKU035,702,66,768
2025-08-25,9,3,SKU023,273,23,296
2025-08-25,10,1,SKU010,242,21,263
2025-08-25,10,2,SKU001,763,24,787
2025-08-25,10,3,SKU032,779,47,826
2025-08-25,11,1,SKU004,790,39,829
2025-08-25,11,2,SKU018,648,12,660
2025-08-25,11,3,SKU020,664,61,725
2025-08-25,12,1,SKU023,450,54,504
2025-08-25,12,2,SKU023,359,39,398
2025-08-25,12,3,SKU026,484,51,535
2025-08-25,13,1,SKU038,452,45,497
2025-08-25,13,2,SKU025,222,12,234
2025-08-25,15,1,SKU011,353,37,390
2025-08-25,15,2,SKU035,599,26,625
2025-08-25,15,3,SKU021,452,14,466
2025-08-26,1,2,SKU019,508,27,535
2025-08-26,1,3,SKU004,712,93,805
